,id,quotes,authors
1936,1937,"It is not the consciousness of men that determines their being, but, on the contrary, their social being that determines their consciousness.",karl marx
1695,1696,There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,nelson mandela
743,744,Courage is knowing what not to fear.,plato
1146,1147,Happiness depends upon ourselves.,aristotle
1904,1905,To be radical is to grasp things by the root.,karl marx
593,594,"With savages, the weak in body or mind are soon eliminated; and those that survive commonly exhibit a vigorous state of health. We civilised men, on the other hand, do our utmost to check the process of elimination; we build asylums for the imbecile, the maimed, and the sick; we institute poor-laws; and our medical men exert their utmost skill to save the life of every one to the last moment. There is reason to believe that vaccination has preserved thousands, who from a weak constitution would formerly have succumbed to small-pox. Thus the weak members of civilised societies propagate their kind. No one who has attended to the breeding of domestic animals will doubt that this must be highly injurious to the race of man. It is surprising how soon a want of care, or care wrongly directed, leads to the degeneration of a domestic race; but excepting in the case of man himself, hardly any one is so ignorant as to allow his worst animals to breed.The aid which we feel impelled to give to the helpless is mainly an incidental result of the instinct of sympathy, which was originally acquired as part of the social instincts, but subsequently rendered, in the manner previously indicated, more tender and more widely diffused. Nor could we check our sympathy, if so urged by hard reason, without deterioration in the noblest part of our nature. The surgeon may harden himself whilst performing an operation, for he knows that he is acting for the good of his patient; but if we were intentionally to neglect the weak and helpless, it could only be for a contingent benefit, with a certain and great present evil. Hence we must bear without complaining the undoubtedly bad effects of the weak surviving and propagating their kind; but there appears to be at least one check in steady action, namely the weaker and inferior members of society not marrying so freely as the sound; and this check might be indefinitely increased, though this is more to be hoped for than expected, by the weak in body or mind refraining from marriage.",charles darwin
548,549,"It is not the strongest of the species that survives,not the most intelligent that survives.It is the one that is the most adaptable to change.",charles darwin
2493,2494,"And I can fight only for something that I love, love only what I respect, and respect only what I at least know.",adolf hitler
930,931,Knowing yourself is the beginning of all wisdom.,aristotle
164,165,"All love is expansion, all selfishness is contraction. Love is therefore the only law of life. He who loves lives, he who is selfish is dying. Therefore love for love's sake, because it is the only law of life, just as you breathe to live.",swami vivekanand
1395,1396,"Let my idle chatter be the muttering of prayer, my every manual movement the execution of ritual gesture, my walking a ceremonial circumambulation, my eating and other acts the rite of sacrifice, my lying down prostration in worship, my every pleasure enjoyed with dedication of myself, let whatever activity is mine be some form of worship of you.",adi shankaracharya
994,995,Hope is a waking dream.,aristotle
1149,1150,A friend to all is a friend to none.,aristotle
2037,2038,"There is no royal road to science, and only those who do not dread the fatiguing climb of its steep paths have a chance of gaining its luminous summits.",karl marx
1191,1192,"The aim of art is to represent not the outward appearance of things, but their inward significance.",aristotle
60,61,"Take up one idea. Make that one idea your life; dream of it; think of it; live on that idea. Let the brain, the body, muscles, nerves, every part of your body be full of that idea, and just leave every other idea alone. This is the way to success, and this is the way great spiritual giants are produced.",swami vivekanand
2924,2925,"music's a good thing, it calm the beast in the man. ",stalin
1561,1562,"When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",nelson mandela
1037,1038,The educated differ from the uneducated as much as the living differ from the dead.,aristotle
1666,1667,"If you talk to a man in a language he understands, that goes to his head. If you talk to him in his language, that goes to his heart.",nelson mandela
646,647,"I'm trying to think, don't confuse me with facts.",plato
2178,2179,Let him who would move the world first move himself.,socrates
736,737,"I'm trying to think, don't confuse me with facts.",plato
749,750,The beginning is the most important part of the work.,plato
604,605,The price good men pay for indifference to public affairs is to be ruled by evil men.,plato
2008,2009,"If money is the bond binding me to human life, binding society to me, connecting me with nature and man, is not money the bond of all bonds? Can it not dissolve and bind all ties? Is it not, therefore, also the universal agent of separation?",karl marx
13,14,Be not Afraid of anything. You will do Marvelous work. it is Fearlessness that brings Heaven even in a moment.,swami vivekanand
1278,1279,"Once we become conscious, even dimly, of the Atman, the Reality within us, the world takes on a very different aspect. It is no longer a court of justice but a kind of gymnasium. Good and evil, pain and pleasure, still exist, but they seem more like the ropes and vaulting-horses and parallel bars which can be used to make our bodies strong. Maya is no longer an endlessly revolving wheel of pain and pleasure but a ladder which can be climbed to consciousness of the Reality.",adi shankaracharya
1986,1987,"Men make their own history, but they do not make it as they please; they do not make it under self-selected circumstances, but under circumstances existing already, given and transmitted from the past. The tradition of all dead generations weighs like a nightmare on the brains of the living. And just as they seem to be occupied with revolutionizing themselves and things, creating something that did not exist before, precisely in such epochs of revolutionary crisis they anxiously conjure up the spirits of the past to their service, borrowing from them names, battle slogans, and costumes in order to present this new scene in world history in time-honored disguise and borrowed language.",karl marx
1826,1827,"For as soon as the distribution of labour comes into being, each man has a particular, exclusive sphere of activity, which is forced upon him and from which he cannot escape. He is a hunter, a fisherman, a herdsman, or a critical critic, and must remain so if he does not want to lose his means of livelihood; while in communist society, where nobody has one exclusive sphere of activity but each can become accomplished in any branch he wishes, society regulates the general production and thus makes it possible for me to do one thing today and another tomorrow, to hunt in the morning, fish in the afternoon, rear cattle in the evening, criticise after dinner, just as I have a mind, without ever becoming hunter, fisherman, herdsman or critic.",karl marx
1096,1097,"Those who know, do. Those that understand, teach.",aristotle
114,115,"whatever you think that you will be.if you think yourself weak,weak you will be;if you think yourself strong,you will be",swami vivekanand
919,920,"I count him braver who overcomes his desires than him who conquers his enemies, for the hardest victory is over self.",aristotle
768,769,Those who tell the stories rule society.,plato
1770,1771,"The philosophers have only interpreted the world, in various ways. The point, however, is to change it.These words are also inscribed upon his grave",karl marx
494,495,Blushing is the most peculiar and most human of all expressions.,charles darwin
2601,2602,The only preventative measure one can take is to live irregularly.,adolf hitler
2533,2534,"To conquer a nation, first disarm its citizens.",adolf hitler
2140,2141,"He who is not contented with what he has, would not be contented with what he would like to have.",socrates
2438,2439,"Only the Jew knew that by an able and persistent use of propaganda heaven itself can be presented to the people as if it were hell and, vice versa, the most miserable kind of life can be presented as if it were paradise. The Jew knew this and acted accordingly. But the German, or rather his Government, did not have the slightest suspicion of it. During the War the heaviest of penalties had to be paid for that ignorance.-- Mein Kampf, Chapter 10",adolf hitler
2730,2731,A single death is a tragedy; a million deaths is a statistic.,stalin
1773,1774,The last capitalist we hang shall be the one who sold us the rope.,karl marx
1091,1092,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",aristotle
2440,2441,"The stronger must dominate and not mate with the weaker, which would signify the sacrifice of its own higher nature. Only the born weakling can look upon this principle as cruel, and if he does so it is merely because he is of a feebler nature and narrower mind; for if such a law did not direct the process of evolution then the higher development of organic life would not be conceivable at all.",adolf hitler
1240,1241,The Soul appears to be finite because of ignorance. When ignorance is destroyed the Self which does not admit of any multiplicity truly reveals itself by itself: like the Sun when the clouds pass away.,adi shankaracharya
1156,1157,"Those who know, do. Those that understand, teach.",aristotle
889,890,There is truth in wine and children,plato
379,380,But I am very poorly today & very stupid & I hate everybody & everything. One lives only to make blunders.,charles darwin
2504,2505,Words build bridges into unexplored regions.,adolf hitler
2515,2516,"Kill, Destroy, Sack, Tell lie; how much you want after victory nobody asks why?-- uncited source",adolf hitler
2554,2555,Anyone can deal with victory. Only the mighty can bear defeat.,adolf hitler
299,300,"A fool may buy all the books in the world, and they will be in his library; but he will be able to read only those that he deserves to.",swami vivekanand
1054,1055,Hope is a waking dream.,aristotle
338,339,"It is not the strongest of the species that survives,not the most intelligent that survives.It is the one that is the most adaptable to change.",charles darwin
518,519,"It is not the strongest of the species that survives,not the most intelligent that survives.It is the one that is the most adaptable to change.",charles darwin
663,664,Only the dead have seen the end of war.,plato
682,683,Education is teaching our children to desire the right things.,plato
1477,1478,Resentment is like drinking poison and then hoping it will kill your enemies.,nelson mandela
894,895,"There are three classes of men; lovers of wisdom, lovers of honor, and lovers of gain.",plato
1108,1109,"Man is by nature a social animal; an individual who is unsocial naturally and not accidentally is either beneath our notice or more than human. Society is something that precedes the individual. Anyone who either cannot lead the common life or is so self-sufficient as not to need to, and therefore does not partake of society, is either a beast or a god. ",aristotle
2301,2302,Employ your time in improving yourself by other men's writings so that you shall come easily by what others have labored hard for.,socrates
1828,1829,"If money is the bond binding me to human life, binding society to me, connecting me with nature and man, is not money the bond of all bonds? Can it not dissolve and bind all ties? Is it not, therefore, also the universal agent of separation?",karl marx
1810,1811,"A specter is haunting Europe—the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.Where is the party in opposition that has not been decried as Communistic by its opponents in power? Where the opposition that has not hurled back the branding reproach of Communism, against the more advanced opposition parties, as well as against its reactionary adversaries?Two things result from this fact.I. Communism is already acknowledged by all European powers to be in itself a power.II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.",karl marx
127,128,The greatest sin is to think yourself weak,swami vivekanand
690,691,"Be kind, for everyone you meet is fighting a harder battle.",plato
130,131,We are what our thoughts have made us; so take care about what you think. Words are secondary. Thoughts live; they travel far. ,swami vivekanand
2612,2613,if you want to shine like sun first you have to burn like it.,adolf hitler
2645,2646,Death is the solution to all problems. No man - no problem.,stalin
1463,1464,I am the captain of my soul.,nelson mandela
1279,1280,"Who but the Atman is capable of removing the bonds of ignorance, passion and self-interested action?",adi shankaracharya
288,289,"Strength is Life, Weakness is Death.Expansion is Life, Contraction is Death.Love is Life, Hatred is Death.",swami vivekanand
1174,1175,Hope is a waking dream.,aristotle
1011,1012,"The aim of art is to represent not the outward appearance of things, but their inward significance.",aristotle
830,831,"Human behavior flows from three main sources: desire, emotion, and knowledge. ",plato
1724,1725,"I am not a saint, unless you think of a saint as a sinner who keeps on trying.",nelson mandela
1131,1132,"The aim of art is to represent not the outward appearance of things, but their inward significance.",aristotle
1844,1845,To be radical is to grasp things by the root.,karl marx
2832,2833,You cannot make a revolution with silk gloves.,stalin
523,524,Intelligence is based on how efficient a species became at doing the things they need to survive.,charles darwin
2254,2255,"Be kind, for everyone you meet is fighting a hard battle.",socrates
687,688,You should not honor men more than truth.,plato
350,351,"There is grandeur in this view of life, with its several powers, having been originally breathed into a few forms or into one; and that, whilst this planet has gone cycling on according to the fixed law of gravity, from so simple a beginning endless forms most beautiful and most wonderful have been, and are being, evolved.",charles darwin
2640,2641,A single death is a tragedy; a million deaths is a statistic.,stalin
1176,1177,Happiness depends upon ourselves.,aristotle
725,726,"Do not train a child to learn by force or harshness; but direct them to it by what amuses their minds, so that you may be better able to discover with accuracy the peculiar bent of the genius of each.",plato
1825,1826,"If anything is certain, it is that I myself am not a Marxist.In a letter about the peculiar 'Marxism' which arose in France 1882",karl marx
1630,1631,"Do not judge me by my successes, judge me by how many times I fell down and got back up again.",nelson mandela
1562,1563,"I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.",nelson mandela
664,665,The price good men pay for indifference to public affairs is to be ruled by evil men.,plato
2191,2192,The unexamined life is not worth living.,socrates
2341,2342,"Do not compare yourself to others. If you do so, you are insulting yourself.",adolf hitler
1758,1759,"The bourgeoisie cannot exist without constantly revolutionizing the instruments of production, and thereby the relations of production, and with them the whole relations of society. Conservation of the old modes of production in unaltered forms, was, on the contrary, the first condition of existence for all earlier industrial classes. Constant revolutionizing of production, uninterrupted disturbance of all social conditions, everlasting uncertainty and agitation, distinguish the bourgeois epoch from all earlier ones. All fixed, fast-frozen relations, with their train of ancient and venerable prejudices and opinions, are swept away; all new-formed ones become antiquated before they can ossify. All that is solid melts into air, all that is holy is profaned, and man is at last compelled to face with sober senses his real conditions of life and his relations with his kind.",karl marx
2343,2344,"And I can fight only for something that I love, love only what I respect, and respect only what I at least know.",adolf hitler
2300,2301,Death may be the greatest of all human blessings.,socrates
972,973,"Those who educate children well are more to be honored than they who produce them; for these only gave them life, those the art of living well.",aristotle
199,200,Comfort is no test of truth. Truth is often far from being comfortable.,swami vivekanand
2704,2705,"It is not heroes that make history, but history that makes heroes.",stalin
1941,1942,Religion is the impotence of the human mind to deal with occurrences it cannot understand.,karl marx
2625,2626,"The receptivity of the masses is very limited, their intelligence is small, but their power of forgetting is enormous. In consequence of these facts, all effective propaganda must be limited to a very few points and must harp on these in slogans until the last member of the public understands what you want him to understand by your slogan.",adolf hitler
87,88,"All differences in this world are of degree, and not of kind, because oneness is the secret of everything.",swami vivekanand
2666,2667,"Advance towards socialism cannot but cause the exploiting elements to resist the advance, and the resistance of the exploiters cannot but lead to the inevitable sharpening of the class struggle.",stalin
2885,2886,Death is the solution to all problems. No man - no problem.,stalin
2258,2259,"Education is the kindling of a flame, not the filling of a vessel.",socrates
2439,2440,"Reading is not an end to itself, but a means to an end.",adolf hitler
2550,2551,"If you win, you need not have to explain...If you lose, you should not be there to explain!",adolf hitler
2421,2422,The only preventative measure one can take is to live irregularly.,adolf hitler
2654,2655,"music's a good thing, it calm the beast in the man. ",stalin
1024,1025,Hope is a waking dream.,aristotle
244,245,"The great secret of true success, of true happiness, is this: the man or woman who asks for no return, the perfectly unselfish person, is the most successful.",swami vivekanand
762,763,"good people do not need laws to tell them to act responsibly, while bad people will find a way around the laws",plato
1705,1706,"A Nation should not be judged by how it treats its highest citizens, but it's lowest ones",nelson mandela
1817,1818,"In a higher phase of communist society, after the enslaving subordination of the individual to the division of labor, and therewith also the antithesis between mental and physical labor, has vanished; after labor has become not only a means of life but life's prime want; after the productive forces have also increased with the all-around development of the individual, and all the springs of co-operative wealth flow more abundantly—only then can the narrow horizon of bourgeois right be crossed in its entirety and society inscribe on its banners: From each according to his ability, to each according to his needs!",karl marx
2216,2217,Every action has its pleasures and its price.,socrates
371,372,The highest possible stage in moral culture is when we recognise that we ought to control our thoughts.,charles darwin
378,379,"Besides love and sympathy, animals exhibit other qualities connected with the social instincts which in us would be called moral.",charles darwin
606,607,The heaviest penalty for declining to rule is to be ruled by someone inferior to yourself.,plato
897,898,You should not honor men more than truth.,plato
2247,2248,"I examined the poets, and I look on them as people whose talent overawes both themselves and others, people who present themselves as wise men and are taken as such, when they are nothing of the sort.From poets, I moved to artists. No one was more ignorant about the arts than I; no one was more convinced that artists possessed really beautiful secrets. However, I noticed that their condition was no better than that of the poets and that both of them have the same misconceptions. Because the most skillful among them excel in their specialty, they look upon themselves as the wisest of men. In my eyes, this presumption completely tarnished their knowledge. As a result, putting myself in the place of the oracle and asking myself what I would prefer to be — what I was or what they were, to know what they have learned or to know that I know nothing — I replied to myself and to the god: I wish to remain who I am.We do not know — neither the sophists, nor the orators, nor the artists, nor I— what the True, the Good, and the Beautiful are. But there is this difference between us: although these people know nothing, they all believe they know something; whereas, I, if I know nothing, at least have no doubts about it. As a result, all this superiority in wisdom which the oracle has attributed to me reduces itself to the single point that I am strongly convinced that I am ignorant of what I do not know.",socrates
1264,1265,The Soul appears to be finite because of ignorance. When ignorance is destroyed the Self which does not admit of any multiplicity truly reveals itself by itself: like the Sun when the clouds pass away.,adi shankaracharya
1993,1994,I am nothing but I must be everything.,karl marx
1670,1671,"A leader. . .is like a shepherd. He stays behind the flock, letting the most nimble go out ahead, whereupon the others follow, not realizing that all along they are being directed from behind.",nelson mandela
971,972,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",aristotle
890,891,"Human behavior flows from three main sources: desire, emotion, and knowledge. ",plato
990,991,Knowing yourself is the beginning of all wisdom.,aristotle
1325,1326,"You never identify yourself with the shadow cast by your body, or with its reflection, or with the body you see in a dream or in your imagination. Therefore you should not identify yourself with this living body, either.",adi shankaracharya
2789,2790,"...Iron discipline does not preclude but presupposes criticism and contest of opinion within the Party. Least of all does it mean that discipline must be 'blind'. On the contrary, iron discipline does not preclude but presupposes conscious and voluntary submission, for only conscious discipline can be truly iron discipline.",stalin
2136,2137,Wonder is the beginning of wisdom.,socrates
98,99,"Anything that makes weak - physically, intellectually and spiritually, reject it as poison.",swami vivekanand
1765,1766,"If anything is certain, it is that I myself am not a Marxist.In a letter about the peculiar 'Marxism' which arose in France 1882",karl marx
2170,2171,"He who is not contented with what he has, would not be contented with what he would like to have.",socrates
2939,2940,"...Iron discipline does not preclude but presupposes criticism and contest of opinion within the Party. Least of all does it mean that discipline must be 'blind'. On the contrary, iron discipline does not preclude but presupposes conscious and voluntary submission, for only conscious discipline can be truly iron discipline.",stalin
909,910,A friend to all is a friend to none.,aristotle
151,152,"You have to grow from the inside out. None can teach you, none can make you spiritual. There is no other teacher but your own soul.",swami vivekanand
2474,2475,Words build bridges into unexplored regions.,adolf hitler
2410,2411,"The stronger must dominate and not mate with the weaker, which would signify the sacrifice of its own higher nature. Only the born weakling can look upon this principle as cruel, and if he does so it is merely because he is of a feebler nature and narrower mind; for if such a law did not direct the process of evolution then the higher development of organic life would not be conceivable at all.",adolf hitler
2407,2408,"The man who has no sense of history, is like a man who has no ears or eyes",adolf hitler
1772,1773,"Surround yourself with people who make you happy. People who make you laugh, who help you when you’re in need. People who genuinely care. They are the ones worth keeping in your life. Everyone else is just passing through.",karl marx
845,846,"Do not train a child to learn by force or harshness; but direct them to it by what amuses their minds, so that you may be better able to discover with accuracy the peculiar bent of the genius of each.",plato
49,50,Comfort is no test of truth. Truth is often far from being comfortable.,swami vivekanand
172,173,"Was there ever a more horrible blasphemy than the statement that all the knowledge of God is confined to this or that book? How dare men call God infinite, and yet try to compress Him within the covers of a little book!",swami vivekanand
42,43,"They alone live, who live for others.",swami vivekanand
360,361,"If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.",charles darwin
2029,2030,"The ideas of the ruling class are in every epoch the ruling ideas, i.e. the class which is the ruling material force of society, is at the same time its ruling intellectual force. The class which has the means of material production at its disposal, has control at the same time over the means of mental production, so that thereby, generally speaking, the ideas of those who lack the means of mental production are subject to it. The ruling ideas are nothing more than the ideal expression of the dominant material relationships, the dominant material relationships grasped as ideas.",karl marx
396,397,The love for all living creatures is the most noble attribute of man.,charles darwin
2226,2227,Wonder is the beginning of wisdom.,socrates
2134,2135,"Be kind, for everyone you meet is fighting a hard battle.",socrates
2240,2241,Death may be the greatest of all human blessings.,socrates
1591,1592,"When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",nelson mandela
2205,2206,No man has the right to be an amateur in the matter of physical training. It is a shame for a man to grow old without seeing the beauty and strength of which his body is capable.,socrates
1962,1963,"Reason has always existed, but not always in a reasonable form.",karl marx
1275,1276,"Let my idle chatter be the muttering of prayer, my every manual movement the execution of ritual gesture, my walking a ceremonial circumambulation, my eating and other acts the rite of sacrifice, my lying down prostration in worship, my every pleasure enjoyed with dedication of myself, let whatever activity is mine be some form of worship of you.",adi shankaracharya
405,406,"In the long history of humankind (and animal kind, too) those who learned to collaborate and improvise most effectively have prevailed.",charles darwin
798,799,Those who tell the stories rule society.,plato
2259,2260,"By all means marry; if you get a good wife, you’ll become happy; if you get a bad one, you’ll become a philosopher.",socrates
536,537,"We can allow satellites, planets, suns, universe, nay whole systems of universe, to be governed by laws, but the smallest insect, we wish to be created at once by special act.",charles darwin
721,722,"Every heart sings a song, incomplete, until another heart whispers back. Those who wish to sing always find a song. At the touch of a lover, everyone becomes a poet.",plato
1500,1501,Education is the most powerful weapon which you can use to change the world.,nelson mandela
383,384,"With savages, the weak in body or mind are soon eliminated; and those that survive commonly exhibit a vigorous state of health. We civilised men, on the other hand, do our utmost to check the process of elimination; we build asylums for the imbecile, the maimed, and the sick; we institute poor-laws; and our medical men exert their utmost skill to save the life of every one to the last moment. There is reason to believe that vaccination has preserved thousands, who from a weak constitution would formerly have succumbed to small-pox. Thus the weak members of civilised societies propagate their kind. No one who has attended to the breeding of domestic animals will doubt that this must be highly injurious to the race of man. It is surprising how soon a want of care, or care wrongly directed, leads to the degeneration of a domestic race; but excepting in the case of man himself, hardly any one is so ignorant as to allow his worst animals to breed.The aid which we feel impelled to give to the helpless is mainly an incidental result of the instinct of sympathy, which was originally acquired as part of the social instincts, but subsequently rendered, in the manner previously indicated, more tender and more widely diffused. Nor could we check our sympathy, if so urged by hard reason, without deterioration in the noblest part of our nature. The surgeon may harden himself whilst performing an operation, for he knows that he is acting for the good of his patient; but if we were intentionally to neglect the weak and helpless, it could only be for a contingent benefit, with a certain and great present evil. Hence we must bear without complaining the undoubtedly bad effects of the weak surviving and propagating their kind; but there appears to be at least one check in steady action, namely the weaker and inferior members of society not marrying so freely as the sound; and this check might be indefinitely increased, though this is more to be hoped for than expected, by the weak in body or mind refraining from marriage.",charles darwin
1652,1653,"I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.",nelson mandela
2231,2232,"Be slow to fall into friendship, but when you are in, continue firm and constant.",socrates
2322,2323,"If you don't get what you want, you suffer; if you get what you don't want, you suffer; even when you get exactly what you want, you still suffer because you can't hold on to it forever. Your mind is your predicament. It wants to be free of change. Free of pain, free of the obligations of life and death. But change is law and no amount of pretending will alter that reality.",socrates
1541,1542,"I have walked that long road to freedom. I have tried not to falter; I have made missteps along the way. But I have discovered the secret that after climbing a great hill, one only finds that there are many more hills to climb. I have taken a moment here to rest, to steal a view of the glorious vista that surrounds me, to look back on the distance I have come. But I can only rest for a moment, for with freedom come responsibilities, and I dare not linger, for my long walk is not ended.",nelson mandela
786,787,The heaviest penalty for declining to rule is to be ruled by someone inferior to yourself.,plato
2647,2648,"I believe in only one thing, the power of human will.",stalin
279,280,"Dare to be free, dare to go as far as your thought leads, and dare to carry that out in your life. ",swami vivekanand
1308,1309,at peace like a fuelless fire;,adi shankaracharya
1931,1932,"The bourgeoisie, wherever it has got the upper hand, has put an end to all feudal, patriarchal, idyllic relations. It has pitilessly torn asunder the motley feudal ties that bound man to his 'natural superiors,' and has left remaining no other nexus between man and man than naked self-interest, callous 'cash payment.' It has drowned the most heavenly ecstasies of religious fervor, of chivalrous enthusiasm, of philistine sentimentalism, in the icy water of egotistical calculation. It has resolved personal worth into exchange value, and in place of the numberless indefeasible chartered freedoms, has set up that single, unconscionable freedom—Free Trade. In one word, for exploitation, veiled by religious and political illusions, it has substituted naked, shameless, direct, brutal exploitation.The bourgeoisie has stripped of its halo every occupation hitherto honored and looked up to with reverent awe. It has converted the physician, the lawyer, the priest, the poet, the man of science, into its paid wage laborers.The bourgeoisie has torn away from the family its sentimental veil, and has reduced the family relation to a mere money relation.",karl marx
905,906,No great mind has ever existed without a touch of madness.,aristotle
1996,1997,"It is not the consciousness of men that determines their being, but, on the contrary, their social being that determines their consciousness.",karl marx
1241,1242,"By fulfilling his dharma a man marches along the path of progress until he attains the supreme dharma of all beings, namely, the realization of Truth. (p. 28)",adi shankaracharya
1960,1961,"A specter is haunting Europe—the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.Where is the party in opposition that has not been decried as Communistic by its opponents in power? Where the opposition that has not hurled back the branding reproach of Communism, against the more advanced opposition parties, as well as against its reactionary adversaries?Two things result from this fact.I. Communism is already acknowledged by all European powers to be in itself a power.II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.",karl marx
1078,1079,"Man is by nature a social animal; an individual who is unsocial naturally and not accidentally is either beneath our notice or more than human. Society is something that precedes the individual. Anyone who either cannot lead the common life or is so self-sufficient as not to need to, and therefore does not partake of society, is either a beast or a god. ",aristotle
2153,2154,The only good is knowledge and the only evil is ignorance.,socrates
1001,1002,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",aristotle
1259,1260,"Die ersten Schritte sind wertlos, wenn der Weg nicht zu Ende gegangen wird.",adi shankaracharya
2467,2468,"The man who has no sense of history, is like a man who has no ears or eyes",adolf hitler
2174,2175,"Sometimes you put walls up not to keep people out, but to see who cares enough to break them down.",socrates
2,3,"In a conflict between the heart and the brain, follow your heart. ",swami vivekanand
124,125,"The great secret of true success, of true happiness, is this: the man or woman who asks for no return, the perfectly unselfish person, is the most successful.",swami vivekanand
1708,1709,Appearances matter — and remember to smile.,nelson mandela
644,645,"Ignorance, the root and stem of every evil.",plato
2906,2907,"Advance towards socialism cannot but cause the exploiting elements to resist the advance, and the resistance of the exploiters cannot but lead to the inevitable sharpening of the class struggle.",stalin
2369,2370,Humanitarianism is the expression of stupidity and cowardice.,adolf hitler
1645,1646,"A Nation should not be judged by how it treats its highest citizens, but it's lowest ones",nelson mandela
634,635,The price good men pay for indifference to public affairs is to be ruled by evil men.,plato
2101,2102,The unexamined life is not worth living.,socrates
1117,1118,"Excellence is never an accident. It is always the result of high intention, sincere effort, and intelligent execution; it represents the wise choice of many alternatives - choice, not chance, determines your destiny.",aristotle
1734,1735,A winner is a dreamer who never gives up,nelson mandela
65,66,"All power is within you; you can do anything and everything. Believe in that, do not believe that you are weak; do not believe that you are half-crazy lunatics, as most of us do nowadays. You can do any thing and everything, without even the guidance of any one. Stand up and express the divinity within you.",swami vivekanand
2557,2558,"The man who has no sense of history, is like a man who has no ears or eyes",adolf hitler
25,26,"We are responsible for what we are, and whatever we wish ourselves to be, we have the power to make ourselves. If what we are now has been the result of our own past actions, it certainly follows that whatever we wish to be in the future can be produced by our present actions; so we have to know how to act.",swami vivekanand
2078,2079,"Education is the kindling of a flame, not the filling of a vessel.",socrates
2708,2709,"When there's a person, there's a problem. When there's no person, there's no problem.",stalin
2915,2916,Death is the solution to all problems. No man - no problem.,stalin
2266,2267,"The secret of happiness, you see, is not found in seeking more, but in developing the capacity to enjoy less.",socrates
733,734,The measure of a man is what he does with power.,plato
867,868,You should not honor men more than truth.,plato
1157,1158,The educated differ from the uneducated as much as the living differ from the dead.,aristotle
1915,1916,"If anything is certain, it is that I myself am not a Marxist.In a letter about the peculiar 'Marxism' which arose in France 1882",karl marx
2426,2427,"He who would live must fight. He who doesn't wish to fight in this world, where permanent struggle is the law of life, has not the right to exist.",adolf hitler
1706,1707,Where you stand depends on where you sit.,nelson mandela
2009,2010,"The bourgeoisie, by the rapid improvement of all instruments of production, by the immensely facilitated means of communication, draws all, even the most barbarian, nations into civilization. The cheap prices of its commodities are the heavy artillery with which it batters down all Chinese walls, with which it forces the barbarians' intensely obstinate hatred of foreigners to capitulate. It compels all nations, on pain of extinction, to adopt the bourgeois mode of production; it compels them to introduce what it calls civilization into their midst, i.e., to become bourgeois themselves. In one word, it creates a world after its own image.",karl marx
2198,2199,"Education is the kindling of a flame, not the filling of a vessel.",socrates
2030,2031,"...Great progress was evident in the last Congress of the American 'Labour Union' in that among other things, it treated working women with complete equality. While in this respect the English, and still more the gallant French, are burdened with a spirit of narrow-mindedness. Anybody who knows anything of history knows that great social changes are impossible without the feminine ferment. Social progress can be measured exactly by the social position of the fair sex (the ugly ones included).",karl marx
702,703,"good people do not need laws to tell them to act responsibly, while bad people will find a way around the laws",plato
1854,1855,The proletarians have nothing to loose but their chains. They have a world to win.,karl marx
16,17,"Feel nothing, know nothing, do nothing, have nothing, give up all to God, and say utterly, 'Thy will be done.' We only dream this bondage. Wake up and let it go.",swami vivekanand
374,375,Blushing is the most peculiar and most human of all expressions.,charles darwin
1224,1225,"When your last breath arrives, Grammar can do nothing.",adi shankaracharya
2543,2544,The very first essential for success is a perpetually constant and regular employment of violence.,adolf hitler
1473,1474,"A good head and good heart are always a formidable combination. But when you add to that a literate tongue or pen, then you have something very special.",nelson mandela
1739,1740,"After climbing a great hill, one only finds that there are many more hills to climb.",nelson mandela
1907,1908,"In a higher phase of communist society, after the enslaving subordination of the individual to the division of labor, and therewith also the antithesis between mental and physical labor, has vanished; after labor has become not only a means of life but life's prime want; after the productive forces have also increased with the all-around development of the individual, and all the springs of co-operative wealth flow more abundantly—only then can the narrow horizon of bourgeois right be crossed in its entirety and society inscribe on its banners: From each according to his ability, to each according to his needs!",karl marx
782,783,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.,plato
2063,2064,The only good is knowledge and the only evil is ignorance.,socrates
2246,2247,Every action has its pleasures and its price.,socrates
2387,2388,The art of reading and studying consists in remembering the essentials and forgetting what is not essential.,adolf hitler
